,Ocupacion_Porcentaje,PickUp_Rate,Precio_Competencia_Euro,Mes,Dia_Semana,Precio_Optimo_ADR
2022-02-28,60.14532193810514,8.401232538832007,112.60545894949297,2,0,109.33559347387843
2022-03-01,52.595043052015086,5.817131990759921,107.17574031625455,3,1,99.17172167398172
2022-03-02,40.511901868086355,5.231800758383525,122.14844810752629,3,2,83.78231480446607
2022-03-03,47.18527227974215,6.839655610461274,111.18716757534405,3,3,88.34911672284045
2022-03-04,55.50675858584059,7.863978536283133,117.89034395062453,3,4,100.34405783933195
2022-03-05,69.96412716750474,10.321529998213357,121.51212642096543,3,5,126.64379158003351
2022-03-06,67.9414239060343,8.19680132867003,116.96719676539738,3,6,108.14988491434829
2022-03-07,57.48225488472119,7.541657734672114,119.65498151116009,3,0,106.5286082810198
2022-03-08,55.565266133421794,8.330485555070945,120.415021209702,3,1,102.97194778399732
2022-03-09,34.15990038809851,5.1684419235567445,126.5112542290733,3,2,86.06995507262212
2022-03-10,37.98455682845492,6.608870489667977,109.32570808167434,3,3,90.28897240569546
2022-03-11,56.909577243948895,8.506012066309882,118.0652773207803,3,4,109.51429460998672
2022-03-12,67.94078318651397,9.542711928792764,115.04427362341552,3,5,113.0093114446308
2022-03-13,67.00097459754025,8.806902616601247,124.09666674207261,3,6,117.8317138498976
2022-03-14,58.24085994536104,8.329604817350358,116.42154147434253,3,0,104.61444171619505
2022-03-15,40.7151704666787,5.543432757907778,114.82806101917214,3,1,81.48599814032606
2022-03-16,40.38228687086735,6.180174927184012,116.82632476431138,3,2,90.32656288576992
2022-03-17,44.022976638177695,7.147312418124999,124.47159091045073,3,3,98.64965755994102
2022-03-18,54.1126378461478,8.775121431278833,123.62350919526607,3,4,100.65540259811787
2022-03-19,69.44195781625979,8.184548697706264,127.08573606260694,3,5,120.25136930166445
2022-03-20,66.3011678099969,8.618986509036615,123.83118412705859,3,6,116.0883251515539
2022-03-21,59.76238767747238,8.795284814287431,115.70733719181364,3,0,113.87523823040067
2022-03-22,50.48476742281781,8.175608976543842,113.65000388919248,3,1,94.10169505470814
2022-03-23,40.17591558598592,5.310644516733717,120.25579360300611,3,2,84.80575720572843
2022-03-24,40.73713993085402,5.256360966831168,124.94157017360442,3,3,90.34824160245246
2022-03-25,54.82109372309795,7.964760695647325,120.67707822634085,3,4,105.77862422034717
2022-03-26,65.93462605021996,9.23993569252872,120.5844170149588,3,5,115.78338988087884
2022-03-27,69.88594617526775,7.536059298271892,121.04627383469077,3,6,107.4074756417988
2022-03-28,60.39070717787094,8.725938193953686,118.67569669338569,3,0,108.91340580464924
2022-03-29,45.46177778109306,5.964765051492504,123.44683434534097,3,1,98.86203096104069
2022-03-30,36.40456765297842,5.224291958705768,115.38677001242739,3,2,83.9136045907349
2022-03-31,42.905100721532186,7.129562395370811,116.1713590062648,3,3,92.2002501362961
2022-04-01,57.60114788162217,6.856502449509866,124.88416462132886,4,4,108.6117436789531
2022-04-02,72.52316731873933,7.983144837445683,112.92561420730507,4,5,118.12757605861661
2022-04-03,76.1553320021505,10.572798673804904,119.47093470544556,4,6,126.03732215943911
2022-04-04,67.14512326816086,8.608463966851733,120.27800547414057,4,0,120.58410796489103
2022-04-05,53.93705650391902,7.411106551949576,111.43663889603975,4,1,98.94266667110655
2022-04-06,37.348613490716076,6.236954842720503,110.93575489427877,4,2,91.82820756657418
2022-04-07,43.059285762851594,5.4431515704132,114.12282895276356,4,3,88.963741997338
2022-04-08,60.529352788384905,8.891146345297498,112.99125157434926,4,4,109.7732671223383
2022-04-09,67.6736028587579,9.258148158384394,124.87072943188244,4,5,117.71421175795142
2022-04-10,73.31961429085182,9.685702381947277,101.44871973551619,4,6,119.36983426415439
2022-04-11,60.72185336515545,7.928438964292833,111.05523429566588,4,0,100.59225326224463
2022-04-12,51.633145932813115,6.779805609240251,111.84972221883157,4,1,92.75635885737654
2022-04-13,34.95359454352612,5.540754771902665,112.27419034579992,4,2,81.1394680122461
2022-04-14,50.45054688868781,6.045038242461475,113.17585383511124,4,3,95.18762964318134
2022-04-15,50.31054737378362,6.16061306710332,119.86229603750424,4,4,105.57916230744456
2022-04-16,64.26216199355243,7.784985155584211,121.00121399904535,4,5,110.28708852211936
2022-04-17,69.7974908889009,8.316846092264479,105.79723025208031,4,6,111.08273627387273
2022-04-18,56.77430191362827,7.198161523748445,117.37723724304617,4,0,101.28915133234207
2022-04-19,48.1848056521917,7.008543057957706,116.1166379470251,4,1,94.54692421245548
2022-04-20,42.6958902472703,6.22576168064825,111.37329466717708,4,2,83.39275364446414
2022-04-21,49.335822507297586,7.338656547127796,122.79130996759041,4,3,95.5825637205188
2022-04-22,44.34720933121183,7.227467167082967,115.0995897484845,4,4,86.96005128999705
2022-04-23,77.60600018122565,9.636086173437821,121.85389148400708,4,5,130.26745889093678
2022-04-24,64.36476793414693,8.579956791237226,114.95122770559412,4,6,107.91968964425838
2022-04-25,55.097646208479205,7.6834848609721735,112.04126034788365,4,0,103.03102263986747
2022-04-26,48.11787295766527,6.266639867439329,116.62201677803789,4,1,98.63778634890251
2022-04-27,43.943359257486904,7.715254894753649,122.81640186567313,4,2,93.99423710835197
2022-04-28,38.80722969998556,5.882798710543816,112.54098708663102,4,3,85.9081739646741
2022-04-29,55.42013846365224,5.856993201296859,108.19808713594323,4,4,100.8514785092734
2022-04-30,65.16041499967726,8.862143340708656,109.93448704631192,4,5,110.24660115839804
2022-05-01,76.53120627794989,7.688255492534134,118.07274397315533,5,6,121.83477561470613
2022-05-02,54.084175975251114,7.666540839446366,105.48879866056768,5,0,103.49532597263521
2022-05-03,48.41879446714165,7.613127283184312,106.4366622603204,5,1,90.3023593899039
2022-05-04,28.367079582754073,3.021291605725761,100.55917814225832,5,2,66.69457391253235
2022-05-05,49.04113642412822,7.492097311223658,100.75392855948047,5,3,84.4022105485935
2022-05-06,58.61263325443736,8.458704249040931,114.67701576975271,5,4,104.94373369626226
2022-05-07,71.12223824504382,10.059958799976634,121.251626566523,5,5,119.51694888484856
2022-05-08,65.78245116251148,9.081879673848277,100.88775632251632,5,6,104.11798877038675
2022-05-09,57.9491524623205,8.639620514705683,108.25916189159234,5,0,96.15459319733833
2022-05-10,47.71076102288333,7.161350446567847,98.91573723602492,5,1,87.34785969198057
2022-05-11,39.61796164896059,5.325067107398263,101.84491053971271,5,2,88.27059770932803
2022-05-12,36.5093790961718,4.778594833463629,109.42461970399103,5,3,79.41640015417221
2022-05-13,56.01441244276667,7.7099562908507675,102.3239752972817,5,4,92.52098910229118
2022-05-14,75.03818185285547,10.039635056191306,104.4841622920867,5,5,107.47781881476361
2022-05-15,66.45100045533727,7.963871368310412,112.69068246991286,5,6,109.34411161169906
2022-05-16,55.87510618003359,7.060071795542947,104.47040601033518,5,0,98.00339800047335
2022-05-17,59.93413218351317,8.381567351583445,101.97656582753685,5,1,95.64281052635707
2022-05-18,39.9902654661719,6.650927000526904,112.73432495122994,5,2,85.47507125570574
2022-05-19,38.94114240619376,5.6242569598471235,107.58601682771975,5,3,87.83572696060966
2022-05-20,50.095660969358484,7.852006814566456,103.11421092435533,5,4,90.04718676890103
2022-05-21,72.05956430764611,10.279959935953503,101.08814117885089,5,5,106.56058013082666
2022-05-22,73.81323789040577,9.801792779375003,103.5202394176126,5,6,116.18989036566857
2022-05-23,61.46223118179338,8.57368381057424,90.90627249087439,5,0,95.47359620287085
2022-05-24,45.39035788921356,7.06680957123453,104.37122749234504,5,1,93.3113158971527
2022-05-25,38.63149699315144,5.470487484987881,98.38037280154798,5,2,81.16104426866332
2022-05-26,36.165659326458034,5.694934412902198,103.04814904243237,5,3,84.72765745991373
2022-05-27,54.01807954445122,5.9701695878402035,94.53192035048166,5,4,91.3156134857669
2022-05-28,61.92979773470465,7.52719016744523,102.94092852025571,5,5,102.54868391112682
2022-05-29,63.436994065052424,8.215930461851782,95.58305792214034,5,6,103.21761860932067
2022-05-30,65.2808664799233,7.118917519052365,111.43139621096505,5,0,107.10008952817661
2022-05-31,43.91176463268524,6.379700627723186,108.64575202283817,5,1,95.71668200282801
2022-06-01,66.74770682424612,8.979325944828748,92.0180131847499,6,2,102.27416018031495
2022-06-02,50.55345073555148,6.461509499038721,95.99088959290106,6,3,89.25140391271184
2022-06-03,72.95296754136987,8.987284560563772,95.1682687758503,6,4,109.46651735469213
2022-06-04,89.93385458774065,10.371885433885659,92.93897379435148,6,5,127.3345604203331
2022-06-05,89.40898736007718,11.271458840949581,96.42732966297636,6,6,129.30797880561875
2022-06-06,77.3915057510203,10.141166862593135,84.06181489135098,6,0,110.84085917814511
2022-06-07,69.15447282842096,8.692447244966836,85.83623055098047,6,1,100.30046298338418
2022-06-08,62.644994385124456,9.6859833010178,81.81876157560451,6,2,101.30556184646976
2022-06-09,60.66695199376732,9.538613404238056,96.73634621711484,6,3,98.6635258064957
2022-06-10,84.52244389018227,9.30406294395353,86.69159036343527,6,4,115.36610832438407
2022-06-11,74.24351784741455,9.439615727784831,85.43251941016578,6,5,113.13449962383788
2022-06-12,78.7439432968943,10.616556349544325,97.40986735566133,6,6,112.74211483507791
2022-06-13,84.6522893138558,11.182933674148515,82.90230394275383,6,0,114.86912610875959
2022-06-14,72.92705216850113,8.520887340651157,96.6446225232521,6,1,107.56361793683286
2022-06-15,65.74843371038395,7.512025291037668,87.71535874126577,6,2,95.95498844064895
2022-06-16,66.60319458339353,8.114700873981858,81.64134482596423,6,3,101.75712199347652
2022-06-17,77.05663909432246,9.242115076881694,91.7433177684822,6,4,110.50428061394356
2022-06-18,87.82590121246172,11.67516152028549,95.67080350689062,6,5,123.87776744234856
2022-06-19,90.33632691042835,11.312131321213982,91.19559048505674,6,6,113.7979456142617
2022-06-20,86.06731102048471,11.288550954953514,84.55314395586424,6,0,124.42010638787248
2022-06-21,69.27520121354547,9.35181117731759,87.863128162107,6,1,100.7302763795656
2022-06-22,51.900153786558796,7.716417398294254,94.24281696488679,6,2,86.20521945092898
2022-06-23,68.95618174510247,8.962311898019669,93.66872824850995,6,3,104.95191425025975
2022-06-24,74.43238790259169,9.845065395708314,96.48255311076691,6,4,111.30468516845067
2022-06-25,87.66047942012558,10.739524551907483,79.63266803401683,6,5,120.86291439722395
2022-06-26,92.4471005865546,10.137810467147931,87.49557569186322,6,6,123.52832515733938
2022-06-27,82.74791264192083,10.51837683674314,85.55543670285105,6,0,113.76758066859526
2022-06-28,64.40705034911417,8.734406810997996,90.15886643107825,6,1,111.8726501422785
2022-06-29,60.83061836540295,9.093914466717553,86.74699116843783,6,2,100.83649443983322
2022-06-30,68.14645723144372,7.941258578281486,96.20448854885804,6,3,115.6753494917311
2022-07-01,72.67052931279734,9.008126717208185,72.9870752322306,7,4,103.4646807277187
2022-07-02,87.82608434559558,11.221435330038462,71.7329924056736,7,5,117.21895995772613
2022-07-03,91.78614444655469,9.954973321395295,75.62186124794114,7,6,119.02716421417738
2022-07-04,81.44340109362591,9.642150826677385,72.14561059482273,7,0,101.0848292059502
2022-07-05,61.466184579113275,8.09780393307014,78.9526737699531,7,1,85.02423159921793
2022-07-06,61.75196665142169,8.114868172519502,73.54062494457209,7,2,90.89231612200093
2022-07-07,60.20769549205798,8.20081461748757,83.11908498377161,7,3,91.40052119096353
2022-07-08,74.47950855024003,9.547938586187977,70.37892505665208,7,4,107.6817714641592
2022-07-09,84.26338290635798,11.866886430070029,75.36473763682818,7,5,119.00551842836518
2022-07-10,95.01620161051136,11.92618487410749,63.82235250631722,7,6,117.15553206490924
2022-07-11,81.57483722131796,10.765064452479017,74.63184154752781,7,0,113.19311806954688
2022-07-12,66.8865726040678,8.871499345137323,69.53467792761495,7,1,93.68540882763364
2022-07-13,60.88680611875884,8.70071815421903,76.88239368594245,7,2,86.28656971128619
2022-07-14,62.56777645318445,7.877720656385521,74.36904363845557,7,3,94.65933219029517
2022-07-15,70.27837500215617,7.735786459811523,74.2138670448388,7,4,96.50631562913576
2022-07-16,94.77071368477033,11.41724115797329,75.75321024771678,7,5,121.84530104933495
2022-07-17,77.37718052127849,9.112438862933425,71.84520396163012,7,6,100.59652717037466
2022-07-18,84.12548713021104,10.902818928062034,68.00867354982586,7,0,112.69821972702701
2022-07-19,71.7147614445755,10.71461747483276,66.15797468467126,7,1,99.8878583458844
2022-07-20,58.29056353778164,8.552901252433113,62.7903444028154,7,2,83.80683024159227
2022-07-21,63.388029048794714,8.06506921360593,82.19005374864805,7,3,98.37995696253701
2022-07-22,74.17668097265529,9.356453025789886,84.6252414135464,7,4,111.71514298635603
2022-07-23,87.99898755571857,10.951045400447866,77.45095428618504,7,5,112.52302595724332
2022-07-24,91.15071127898476,10.446567750892715,82.23325773578213,7,6,116.07123005291916
2022-07-25,80.5707847097045,10.851239847631957,78.52121653040165,7,0,109.23507507691896
2022-07-26,73.38178104288889,9.086403779516699,66.54056202879458,7,1,103.17461989991371
2022-07-27,69.82612146506459,8.92419589903899,77.23907127793046,7,2,99.32132075601425
2022-07-28,69.90977007480416,10.08459517853695,67.7312758840798,7,3,102.1502927720592
2022-07-29,74.97996012878299,10.24340051755061,79.84623393685291,7,4,103.89944566296481
2022-07-30,72.52698100586701,9.383762193345255,71.71062393999347,7,5,100.80687896364064
2022-07-31,87.04313010485642,8.651944265403472,71.3981631056466,7,6,113.12383270744479
2022-08-01,76.89245030505708,9.30150915683745,61.09876999582162,8,0,100.86053778523986
2022-08-02,70.6325135800959,10.497693560664494,63.92945425635836,8,1,96.17722972926278
2022-08-03,68.98041864460856,9.248444912084798,53.33570582594176,8,2,92.29418880584025
2022-08-04,56.066401114125604,9.254026658782848,59.36454053303278,8,3,75.67691825684149
2022-08-05,68.91510962400132,8.322818882379924,72.36779591290016,8,4,101.10221903546743
2022-08-06,83.85218817150877,10.316961945838688,63.195643979224386,8,5,109.85969208605923
2022-08-07,76.7496193827098,8.811654317072895,56.66783319602127,8,6,102.63804661768899
2022-08-08,74.75783625226538,9.404055922906156,58.400753946078794,8,0,96.22313799240716
2022-08-09,77.06437871299775,10.95668023334752,61.06256792701413,8,1,106.16099008556105
2022-08-10,66.1796675813017,6.867263716469764,70.32890513826136,8,2,87.36921151042256
2022-08-11,60.55323552357068,7.600716239793821,67.64056092593104,8,3,91.87532216938227
2022-08-12,78.85485748694734,9.757454562556887,66.44777419494783,8,4,109.05866422469865
2022-08-13,88.37188563442069,10.680757982953633,71.57290186829505,8,5,114.63636098501401
2022-08-14,86.10065547954449,10.31773190634398,70.9964602458157,8,6,106.17771368293701
2022-08-15,75.8954813063505,9.662029384775476,63.774508584380946,8,0,102.34099463628252
2022-08-16,67.89546244747063,9.229156532120655,67.05713302121964,8,1,91.81642183131815
2022-08-17,61.71338032622478,8.09908453659011,65.42662142826927,8,2,88.05959864348812
2022-08-18,64.62864906646381,8.46545328297624,59.32288664175291,8,3,91.63596756732517
2022-08-19,74.50212342411969,9.334306308548816,63.05728026252751,8,4,105.50681444740863
2022-08-20,94.35394691174596,11.95804525058854,60.08645734780231,8,5,120.71076084157264
2022-08-21,85.39417411684501,11.258344058298984,59.31381168440659,8,6,98.19454147178477
2022-08-22,91.9338839873437,10.646548517098962,73.40168741556516,8,0,112.98695202941758
2022-08-23,67.30714499847296,8.809323367357552,70.76342913687692,8,1,100.03496346857601
2022-08-24,56.1492333210578,6.909598129148165,67.92127109545557,8,2,84.78502050531318
2022-08-25,63.659427614724564,8.665366054996332,51.181155899985924,8,3,85.06735358616143
2022-08-26,76.28652586467179,10.567283828703301,67.15671288910389,8,4,103.22265404628214
2022-08-27,85.99567866754803,9.763621459462676,58.37203537147974,8,5,108.92459979854827
2022-08-28,86.59657667398955,10.850576079236342,57.91911977460038,8,6,110.9671521735065
2022-08-29,84.63190412690182,9.923802053815663,57.758949098954474,8,0,106.63254955888586
2022-08-30,68.25239403282295,7.949303507068389,77.06094367484484,8,1,91.35629897654776
2022-08-31,56.109776271087334,8.523269529397925,73.7309191758011,8,2,90.19620058944868
2022-09-01,46.52350929233001,7.383205461994998,45.767170577476705,9,3,62.099877526158906
2022-09-02,57.61946148409584,8.042044808048905,49.122364138740906,9,4,78.83723233982508
2022-09-03,62.90141031089453,8.674067195696544,57.3696031513783,9,5,84.33440915932746
2022-09-04,69.92822782281527,9.29925774871953,61.77131984090576,9,6,89.45684534508878
2022-09-05,63.449154263802214,9.418886993930066,58.60270887789406,9,0,89.98852247232787
2022-09-06,48.94224502782896,8.544128220554057,52.987185480118335,9,1,73.73577872164725
2022-09-07,39.58327654013497,5.74369035498331,61.75430937098502,9,2,64.76661927033231
2022-09-08,38.23395527136008,6.71218975861091,62.83038486831929,9,3,70.66595645478684
2022-09-09,56.93381795247625,6.9821056029876605,65.11107306196764,9,4,83.33571605277812
2022-09-10,64.07118841559006,8.562716195095444,45.86573629582156,9,5,79.67158266360208
2022-09-11,81.63283759473106,10.003186132255495,59.902128687498745,9,6,102.27257089202159
2022-09-12,61.65506355540004,8.05078173349063,52.69327259157688,9,0,73.00081823429915
2022-09-13,47.43979792998308,6.41210552563551,67.26435351870738,9,1,82.41526707232893
2022-09-14,47.845770511364755,7.640167202072316,60.127160426320245,9,2,68.95074740148618
2022-09-15,55.617887423737145,8.174381420130251,57.7583218727478,9,3,84.7204325141722
2022-09-16,59.42670958594651,8.154067325983933,52.3990710306313,9,4,79.64331945588104
2022-09-17,69.23875614610776,8.884437514189923,64.17880446860653,9,5,94.69706917996609
2022-09-18,67.46747688899103,8.046828497341611,61.83667473647785,9,6,93.99057901230432
2022-09-19,66.8749381107276,8.110230142497597,64.00950443131835,9,0,90.3076502034276
2022-09-20,53.99738027708812,6.897750483370951,48.591683065592235,9,1,65.30218008473729
2022-09-21,37.712115770944365,5.705104611399552,47.7551514615882,9,2,51.050130420022164
2022-09-22,40.62013286293071,5.868548610380108,61.83915489099207,9,3,62.328955360045555
2022-09-23,62.094269032397705,9.6643075153133,64.4537912793189,9,4,90.09309724908113
2022-09-24,70.39396532465297,8.846925302497153,63.2291356877393,9,5,91.36617387950545
2022-09-25,72.22375680576327,8.894521410410762,71.78662758901677,9,6,97.77388305530994
2022-09-26,68.3033226488206,8.039619437572876,57.550860190174014,9,0,89.65210324329524
2022-09-27,56.904888899618314,7.8986538815549086,53.07419673261756,9,1,75.58962811005532
2022-09-28,44.370554671250154,6.0681644819758365,58.018821920866024,9,2,69.2477793310141
2022-09-29,40.3235407686272,5.665422106856771,67.17984069751765,9,3,69.00713438717642
2022-09-30,53.75525912503546,7.429002629066629,60.629024670028144,9,4,76.58306448865476
2022-10-01,75.19165124634421,9.185216283144756,67.85330233919676,10,5,103.09363597030058
2022-10-02,68.7737821395476,9.404923199530598,69.70615849501368,10,6,98.1215083954307
2022-10-03,61.683326055160464,8.636928877022385,57.11733239473318,10,0,94.19984223100401
2022-10-04,53.184307028161584,8.275745785862732,67.63392385690676,10,1,82.04408333128308
2022-10-05,44.136852311593294,6.0339414001040925,56.68478892574476,10,2,59.03934651876367
2022-10-06,38.97094627563083,7.003171627069112,53.89148106421453,10,3,62.30752871492605
2022-10-07,43.828848072045176,7.021938089480866,55.04431614995839,10,4,58.57529676719828
2022-10-08,54.73081556147285,7.064303537580826,53.77729434690809,10,5,80.1965000293858
2022-10-09,79.68314425575805,9.071901749982064,48.04946174852126,10,6,96.31693828184163
2022-10-10,62.88780094353864,8.835033705252346,63.751080828921154,10,0,89.04641615122594
2022-10-11,47.044322863718364,6.188689304751293,67.62003785557322,10,1,74.16735425969028
2022-10-12,49.643100411960816,8.538290675817061,69.13588426970433,10,2,84.58877872174058
2022-10-13,45.680940360571995,6.227989293272119,69.5383219861194,10,3,68.88416316731235
2022-10-14,50.61617535763956,7.384385200268364,56.481015712226,10,4,78.41279207764849
2022-10-15,67.06350824698413,9.778775657086499,66.94457994570944,10,5,96.40438722192376
2022-10-16,65.7114846784456,7.010657117998222,70.52958834499101,10,6,93.63473206962432
2022-10-17,55.4957461575974,8.600785135611257,52.75492237463838,10,0,85.61765716751624
2022-10-18,53.982099641680435,8.452267731079472,69.51427016371072,10,1,83.8721520651103
2022-10-19,43.39201961046033,7.516403074916752,53.5653230535269,10,2,65.51309835922349
2022-10-20,44.340244775157174,6.1710543360929595,65.87433050919998,10,3,64.8508637434484
2022-10-21,58.86180738373001,7.999674530807325,54.84571428867102,10,4,89.33314872479599
2022-10-22,72.15177519978667,8.667130042821475,75.39995195522786,10,5,101.180901036406
2022-10-23,69.80060775770859,9.562431580914522,62.23083517537366,10,6,93.84865190021372
2022-10-24,62.97989453429994,10.08091652386209,53.765134163574615,10,0,89.38488139526281
2022-10-25,37.0111322819856,5.703423175002873,68.39207690438964,10,1,63.578395096314246
2022-10-26,38.17631361138397,4.702478245516341,58.36385924194692,10,2,58.29291047795029
2022-10-27,37.14725303026847,5.4148069960834295,70.99096987803934,10,3,63.279286222302076
2022-10-28,59.901964242050745,8.40065790448774,71.31212047133856,10,4,91.29827673628262
2022-10-29,70.3565768993774,9.226574023487862,66.99815541797231,10,5,97.17631971796465
2022-10-30,63.5331841321152,8.984313540717391,54.06339615812851,10,6,78.61257819652717
2022-10-31,56.73436010149652,8.124526876198091,58.56624108521335,10,0,80.27767824101856
2022-11-01,40.84074208911155,5.555435780664709,72.3599282343856,11,1,65.0335020044233
2022-11-02,33.047414111015314,5.4860496070580655,67.90743908243402,11,2,66.0919289517168
2022-11-03,40.33016159209679,7.148583582530474,83.24503679096114,11,3,81.58355201847371
2022-11-04,60.782290474331425,6.782133314220839,75.8207673557669,11,4,89.84114287203822
2022-11-05,60.846719870943545,9.150697684821449,72.50727711728679,11,5,101.51514906207947
2022-11-06,65.82625011972155,8.811974103826813,75.45778785494836,11,6,97.09905423171392
2022-11-07,68.31504891559008,8.300259551081178,69.78993942463607,11,0,101.07844112489883
2022-11-08,42.184003537255805,4.96028255399573,75.35359936317258,11,1,69.56955993994681
2022-11-09,31.238860910532914,4.300387434514502,80.79559187049007,11,2,65.3833303856978
2022-11-10,39.2860911826148,7.3301450217721005,75.42783890439411,11,3,70.92019996333654
2022-11-11,45.28682559058337,6.560494173342235,81.93381448300326,11,4,77.36476893112267
2022-11-12,64.88835865955016,7.300306586450402,79.96620754421944,11,5,96.60040269425636
2022-11-13,78.01891209079149,9.591065793286093,76.83767854220949,11,6,106.46843893463841
2022-11-14,66.5696277264988,8.17079606725427,78.77414457629784,11,0,101.92752636135961
2022-11-15,55.30398389035101,6.596929987753624,61.47172600370739,11,1,73.19223769933906
2022-11-16,32.0271175020105,5.221049540996396,89.193631337814,11,2,72.59365798208806
2022-11-17,32.71473972461593,5.659731636920661,65.86541513127874,11,3,63.52675008885137
2022-11-18,48.30154745102184,7.407025001364852,70.11224484771239,11,4,71.03636384234035
