Fecha_Hora,Temperatura_Ambiente,Dia_Semana,Es_Fin_Semana,Es_Festivo,Demanda_MW
2026-01-03 08:00:00,8.217577917829663,5,1,0,292.55613843727264
2026-01-03 09:00:00,9.626448127866553,5,1,0,262.7235507744724
2026-01-03 10:00:00,9.922073186808635,5,1,0,262.6549163665796
2026-01-03 11:00:00,13.240996461771832,5,1,0,210.29444456735212
2026-01-03 12:00:00,11.772248908792236,5,1,0,221.30314040560324
2026-01-03 13:00:00,13.32155301918017,5,1,0,203.98087355153984
2026-01-03 14:00:00,15.714238470514616,5,1,0,181.44095713160155
2026-01-03 15:00:00,10.030851164740774,5,1,0,262.49075557924704
2026-01-03 16:00:00,14.037562595087676,5,1,0,201.22411048157247
2026-01-03 17:00:00,10.104290013463912,5,1,0,262.2501334923922
2026-01-03 18:00:00,5.846282399456842,5,1,0,339.2829082210398
2026-01-03 19:00:00,7.103067386979477,5,1,0,309.70564913103095
2026-01-03 20:00:00,5.686496280279869,5,1,0,315.28076150149076
2026-01-03 21:00:00,8.309694271137285,5,1,0,250.06826709361974
2026-01-03 22:00:00,6.96851429574242,5,1,0,260.6826509326024
2026-01-03 23:00:00,8.209678052967519,5,1,0,237.9258779967011
2026-01-04 00:00:00,1.966839747343106,6,1,0,365.4283837492793
2026-01-04 01:00:00,1.5368896967280452,6,1,0,375.8678643568888
2026-01-04 02:00:00,1.70514626211437,6,1,0,375.6981813684167
2026-01-04 03:00:00,5.327060384990903,6,1,0,306.48993165238574
2026-01-04 04:00:00,4.173267569987694,6,1,0,344.83878529181686
2026-01-04 05:00:00,3.816284043140489,6,1,0,367.6967469548134
2026-01-04 06:00:00,3.2950501592134778,6,1,0,385.1411048855376
2026-01-04 07:00:00,10.409920061853661,6,1,0,257.2801055745858
2026-01-04 08:00:00,4.739602737244366,6,1,0,362.7302132579427
2026-01-04 09:00:00,9.082845622290277,6,1,0,273.8887764613813
2026-01-04 10:00:00,10.671857478278941,6,1,0,249.14883241236151
2026-01-04 11:00:00,13.559599913427707,6,1,0,205.113678257273
2026-01-04 12:00:00,10.580368185453343,6,1,0,241.815821462124
2026-01-04 13:00:00,16.503125035231353,6,1,0,176.912878547175
2026-01-04 14:00:00,13.742954697936486,6,1,0,203.06939521467297
2026-01-04 15:00:00,11.848996579935658,6,1,0,228.5076615406262
2026-01-04 16:00:00,11.80725485520519,6,1,0,227.0792878264473
2026-01-04 17:00:00,12.144957752413468,6,1,0,224.01000683627086
2026-01-04 18:00:00,9.840783478639812,6,1,0,257.13493634738245
2026-01-04 19:00:00,11.295126497883713,6,1,0,214.8102478242618
2026-01-04 20:00:00,6.059359480703126,6,1,0,318.07260349015894
2026-01-04 21:00:00,7.293804613151139,6,1,0,272.33995214005716
2026-01-04 22:00:00,8.94848900384439,6,1,0,228.05845331326998
2026-01-04 23:00:00,4.3702000687497184,6,1,0,308.15338793583487
2026-01-05 00:00:00,4.802371440640488,0,0,0,333.4115440935942
2026-01-05 01:00:00,3.9491172391437237,0,0,0,359.44450220218494
2026-01-05 02:00:00,-1.735960590015448,0,0,0,507.9050675821529
2026-01-05 03:00:00,4.665933221565491,0,0,0,364.32895638812676
2026-01-05 04:00:00,2.5468180270382845,0,0,0,441.7583162737921
2026-01-05 05:00:00,5.440772206616889,0,0,0,394.1754271848683
2026-01-05 06:00:00,7.209068111435288,0,0,0,362.28451127253396
2026-01-05 07:00:00,7.381456135375204,0,0,0,366.1150581812583
2026-01-05 08:00:00,8.410359845412074,0,0,0,341.6189758624226
2026-01-05 09:00:00,6.987429025952957,0,0,0,378.0826866441143
2026-01-05 10:00:00,12.623818212924288,0,0,0,273.98837527016485
2026-01-05 11:00:00,12.429645866030366,0,0,0,275.293153225044
2026-01-05 12:00:00,14.147394329466355,0,0,0,259.5547565294581
2026-01-05 13:00:00,15.776797338732091,0,0,0,233.70935368224133
2026-01-05 14:00:00,11.762479162990878,0,0,0,278.7624621348068
2026-01-05 15:00:00,15.781268976955655,0,0,0,244.91847808761227
2026-01-05 16:00:00,15.97473754496027,0,0,0,239.4428892774074
2026-01-05 17:00:00,11.478456367452914,0,0,0,291.91034248187367
2026-01-05 18:00:00,7.48818339470842,0,0,0,356.3991171468792
2026-01-05 19:00:00,13.766403801143664,0,0,0,240.4014223147233
2026-01-05 20:00:00,9.338978066008517,0,0,0,285.43165008922637
2026-01-05 21:00:00,7.429789769385071,0,0,0,310.26349343620944
2026-01-05 22:00:00,5.015348794666582,0,0,0,336.50566358521047
2026-01-05 23:00:00,2.521349138033811,0,0,0,392.2288579147902
2026-01-06 00:00:00,1.4934226708157938,1,0,1,369.74871697024895
2026-01-06 01:00:00,2.470024050253951,1,0,1,346.9626516642069
2026-01-06 02:00:00,2.1379227336222,1,0,1,368.702055415307
2026-01-06 03:00:00,1.496762385361457,1,0,1,394.7002777735657
2026-01-06 04:00:00,1.0041774638251075,1,0,1,406.9717828252039
2026-01-06 05:00:00,4.057516099871744,1,0,1,356.0463733475875
2026-01-06 06:00:00,2.689768471574106,1,0,1,393.8322381731192
2026-01-06 07:00:00,3.170910000463937,1,0,1,389.3050702720408
2026-01-06 08:00:00,5.123301505072508,1,0,1,346.97333684969146
2026-01-06 09:00:00,6.2204326995860715,1,0,1,318.4712529347864
2026-01-06 10:00:00,12.140636593308885,1,0,1,215.95940564632454
2026-01-06 11:00:00,10.660390071017046,1,0,1,231.9158156677516
2026-01-06 12:00:00,14.665618935809915,1,0,1,174.43491247167387
2026-01-06 13:00:00,14.48524348781833,1,0,1,181.92133937774685
2026-01-06 14:00:00,17.407541817773676,1,0,1,152.82556681090244
2026-01-06 15:00:00,15.181976162279348,1,0,1,171.93570455952855
2026-01-06 16:00:00,14.677655483598736,1,0,1,185.26627533642437
2026-01-06 17:00:00,11.06510593213144,1,0,1,221.42375961804404
2026-01-06 18:00:00,7.364513956177261,1,0,1,295.29711071141276
2026-01-06 19:00:00,10.758332288367907,1,0,1,215.43817976776552
2026-01-06 20:00:00,10.267105721260638,1,0,1,221.520166046033
2026-01-06 21:00:00,5.563921080270533,1,0,1,301.52605343781704
2026-01-06 22:00:00,3.8948011445651183,1,0,1,320.3199625957098
2026-01-06 23:00:00,2.9038230198034833,1,0,1,323.6820975662845
2026-01-07 00:00:00,1.3321421476373543,2,0,0,408.09240135376103
2026-01-07 01:00:00,4.495049924205547,2,0,0,349.027321493314
2026-01-07 02:00:00,1.6510750152691747,2,0,0,414.0825389077002
2026-01-07 03:00:00,3.67298128553419,2,0,0,381.5865445580605
2026-01-07 04:00:00,3.422976852362894,2,0,0,416.6732292442936
2026-01-07 05:00:00,1.9464567541935458,2,0,0,455.76779392784874
2026-01-07 06:00:00,8.762785262604918,2,0,0,331.4839823505311
2026-01-07 07:00:00,5.994307070541163,2,0,0,393.5882188792981
2026-01-07 08:00:00,6.389490171324808,2,0,0,378.9649172171415
2026-01-07 09:00:00,12.365603155132487,2,0,0,284.93118354022715
2026-01-07 10:00:00,12.296219411945946,2,0,0,278.63555858845433
2026-01-07 11:00:00,11.512908998480844,2,0,0,292.19538081705264
2026-01-07 12:00:00,11.15327607984611,2,0,0,295.78391138274014
2026-01-07 13:00:00,10.81341862305942,2,0,0,297.52924514052665
2026-01-07 14:00:00,12.006478932991877,2,0,0,284.52429658207416
2026-01-07 15:00:00,14.609881435754335,2,0,0,256.7305330159605
2026-01-07 16:00:00,11.366666738606135,2,0,0,303.0657620238417
2026-01-07 17:00:00,14.248118703880428,2,0,0,261.807708109804
2026-01-07 18:00:00,10.108186012049888,2,0,0,313.23861562806934
2026-01-07 19:00:00,11.205318940501778,2,0,0,281.40258190158363
2026-01-07 20:00:00,6.281096874718546,2,0,0,350.3795277737218
2026-01-07 21:00:00,6.7115057000781055,2,0,0,320.9281646126183
2026-01-07 22:00:00,5.1609548210602005,2,0,0,341.69102754138703
2026-01-07 23:00:00,3.432839295075386,2,0,0,373.94292138209784
2026-01-08 00:00:00,2.7664134176810884,3,0,0,376.4154765850074
2026-01-08 01:00:00,1.1957533002705196,3,0,0,417.80744929012053
2026-01-08 02:00:00,1.6603583363223415,3,0,0,420.5140635013341
2026-01-08 03:00:00,5.889667479520361,3,0,0,333.9588968083174
2026-01-08 04:00:00,3.254615875886237,3,0,0,420.89556923853894
2026-01-08 05:00:00,6.533643594560695,3,0,0,355.74793636016796
2026-01-08 06:00:00,7.840144524454641,3,0,0,347.1925454022915
2026-01-08 07:00:00,7.574295607648464,3,0,0,371.0951548624525
2026-01-08 08:00:00,10.456491225933057,3,0,0,310.4184901832587
2026-01-08 09:00:00,10.520301290937487,3,0,0,306.4825087517756
2026-01-08 10:00:00,11.06481810385774,3,0,0,296.0487145863641
2026-01-08 11:00:00,11.743484684987859,3,0,0,279.82481429225453
2026-01-08 12:00:00,11.865302947977707,3,0,0,274.28974039993074
2026-01-08 13:00:00,12.087555451075763,3,0,0,275.30248332522325
2026-01-08 14:00:00,17.874647236762698,3,0,0,229.07887543739483
2026-01-08 15:00:00,13.815690966491335,3,0,0,260.9231889624598
2026-01-08 16:00:00,13.317111947699736,3,0,0,272.61586007826924
2026-01-08 17:00:00,14.134546102655701,3,0,0,256.60824961937243
2026-01-08 18:00:00,5.259807797208973,3,0,0,404.50825616467944
2026-01-08 19:00:00,10.256334502597701,3,0,0,290.22247621070784
2026-01-08 20:00:00,8.530979357034258,3,0,0,306.575925570073
2026-01-08 21:00:00,6.658510157563422,3,0,0,331.1182407708268
2026-01-08 22:00:00,3.844603553705866,3,0,0,363.56006387590537
2026-01-08 23:00:00,2.946595261957512,3,0,0,375.72717163573185
2026-01-09 00:00:00,4.984419432579008,4,0,0,327.1554357076655
2026-01-09 01:00:00,5.0589881015487945,4,0,0,331.4027791912301
2026-01-09 02:00:00,3.3859617365713897,4,0,0,373.8646746332521
2026-01-09 03:00:00,2.5748459205512506,4,0,0,415.2357194175252
2026-01-09 04:00:00,3.018709802886651,4,0,0,421.49386299290956
2026-01-09 05:00:00,3.330933193903597,4,0,0,429.03047248759776
2026-01-09 06:00:00,2.7370306263176394,4,0,0,448.2476150884791
2026-01-09 07:00:00,7.0694002257929585,4,0,0,378.7709541719405
2026-01-09 08:00:00,6.395336860742436,4,0,0,387.5531761258762
2026-01-09 09:00:00,6.002579013306867,4,0,0,384.0810130923278
2026-01-09 10:00:00,10.723473813758849,4,0,0,300.03594943833747
2026-01-09 11:00:00,11.300892888355085,4,0,0,287.73917177514215
2026-01-09 12:00:00,12.568365278094088,4,0,0,275.26445993482264
2026-01-09 13:00:00,13.179257104298127,4,0,0,270.10275946015724
2026-01-09 14:00:00,11.398611105096158,4,0,0,296.53655469924286
2026-01-09 15:00:00,12.61930354664395,4,0,0,268.8746363853882
2026-01-09 16:00:00,11.882751265294086,4,0,0,282.56748559019184
2026-01-09 17:00:00,8.895221269772641,4,0,0,346.63374177524884
2026-01-09 18:00:00,11.639629624390285,4,0,0,286.8329546575877
2026-01-09 19:00:00,11.166078202900826,4,0,0,275.48244766689237
2026-01-09 20:00:00,7.523079977541985,4,0,0,322.513090617224
2026-01-09 21:00:00,5.931979986715957,4,0,0,348.23624056612766
2026-01-09 22:00:00,4.739886428148368,4,0,0,352.76950986024156
2026-01-09 23:00:00,4.0980129715651294,4,0,0,350.2652375401442
2026-01-10 00:00:00,0.39372908101397686,5,1,0,398.2516044697966
2026-01-10 01:00:00,1.975084891569201,5,1,0,363.50972298591535
2026-01-10 02:00:00,0.9413521515418362,5,1,0,402.8233309256171
2026-01-10 03:00:00,-0.021517939066733494,5,1,0,435.51292590090577
2026-01-10 04:00:00,2.2849229036891456,5,1,0,382.2769733649761
2026-01-10 05:00:00,1.7729020020519013,5,1,0,422.51389438663756
2026-01-10 06:00:00,4.077792310213404,5,1,0,369.5713150436237
2026-01-10 07:00:00,7.908606074393426,5,1,0,306.1509198075866
2026-01-10 08:00:00,11.294979442798317,5,1,0,244.3704429594028
2026-01-10 09:00:00,8.440648574711483,5,1,0,281.9209193775751
2026-01-10 10:00:00,8.400289981092849,5,1,0,290.3621718159249
2026-01-10 11:00:00,14.491158016253397,5,1,0,196.48919615161637
2026-01-10 12:00:00,11.00815264231135,5,1,0,235.88879330286838
2026-01-10 13:00:00,14.36367880837136,5,1,0,201.01795304140919
2026-01-10 14:00:00,14.038883751349479,5,1,0,194.51934150181745
2026-01-10 15:00:00,14.100615410300822,5,1,0,194.46155520529095
2026-01-10 16:00:00,12.529383271998217,5,1,0,221.77125472565467
2026-01-10 17:00:00,9.53889130380258,5,1,0,264.05903729599066
2026-01-10 18:00:00,12.328721187887313,5,1,0,213.6114069081479
2026-01-10 19:00:00,9.029627053616487,5,1,0,262.8783115114417
2026-01-10 20:00:00,5.972861093899116,5,1,0,311.98212370617216
2026-01-10 21:00:00,6.6992723880622105,5,1,0,280.12861274116096
2026-01-10 22:00:00,3.4068476355060917,5,1,0,342.6828522770307
2026-01-10 23:00:00,8.184325909342217,5,1,0,219.52824942196207
2026-01-11 00:00:00,3.831047909689514,6,1,0,322.93195769758756
2026-01-11 01:00:00,0.3184642253546235,6,1,0,403.80396616916147
2026-01-11 02:00:00,1.6335125644774802,6,1,0,377.31191241997084
2026-01-11 03:00:00,0.812265623105296,6,1,0,407.03592321153644
2026-01-11 04:00:00,0.9013355539346102,6,1,0,416.52512182071456
2026-01-11 05:00:00,1.9025590963128167,6,1,0,415.04396812424824
2026-01-11 06:00:00,4.310198970280887,6,1,0,377.4132914660923
2026-01-11 07:00:00,6.944404425320138,6,1,0,312.78260849516374
2026-01-11 08:00:00,7.852690869883493,6,1,0,299.0212978754294
2026-01-11 09:00:00,8.771333324568204,6,1,0,283.3520697009025
2026-01-11 10:00:00,11.631418494524308,6,1,0,239.6972280528763
2026-01-11 11:00:00,14.207631786738775,6,1,0,194.62831321448093
2026-01-11 12:00:00,12.098409812420886,6,1,0,217.30760559318068
2026-01-11 13:00:00,16.45582928763327,6,1,0,174.97983965858603
2026-01-11 14:00:00,16.896805611702042,6,1,0,173.76236775014905
2026-01-11 15:00:00,11.82768063032018,6,1,0,228.40380181372717
2026-01-11 16:00:00,13.378818524635841,6,1,0,210.21544877959917
2026-01-11 17:00:00,11.794425452098968,6,1,0,238.11535778220411
2026-01-11 18:00:00,11.998969692281998,6,1,0,218.5816631118982
2026-01-11 19:00:00,12.673459647286268,6,1,0,213.44423072191975
2026-01-11 20:00:00,9.85383699401449,6,1,0,234.74408030053573
2026-01-11 21:00:00,4.920484873963142,6,1,0,313.0629777080226
2026-01-11 22:00:00,6.145120398750165,6,1,0,279.3454889607507
2026-01-11 23:00:00,4.052524502664999,6,1,0,310.58640570067917
2026-01-12 00:00:00,6.5729013525474285,0,0,0,295.3956300199542
2026-01-12 01:00:00,2.4456921830452893,0,0,0,395.1437687454561
2026-01-12 02:00:00,1.3331172285317625,0,0,0,424.0394854610481
2026-01-12 03:00:00,2.5665308495925023,0,0,0,412.98504602843576
2026-01-12 04:00:00,2.7565054818358883,0,0,0,430.96099576053933
2026-01-12 05:00:00,1.478629401696042,0,0,0,470.4754259297107
2026-01-12 06:00:00,3.882913306583612,0,0,0,427.43366242239284
2026-01-12 07:00:00,4.875430600795181,0,0,0,416.00321481155714
2026-01-12 08:00:00,5.915783175745528,0,0,0,395.4257471904923
2026-01-12 09:00:00,7.238082761616991,0,0,0,372.8374703510688
2026-01-12 10:00:00,11.364266616512213,0,0,0,298.44399529706646
2026-01-12 11:00:00,12.424475843759721,0,0,0,269.07907762778257
2026-01-12 12:00:00,15.892898734567757,0,0,0,236.47915135942625
2026-01-12 13:00:00,11.968037917406278,0,0,0,277.83928426290254
2026-01-12 14:00:00,12.82388759867111,0,0,0,271.4782158116705
2026-01-12 15:00:00,12.813378046329014,0,0,0,277.75638954543473
2026-01-12 16:00:00,16.475308211096614,0,0,0,242.2559994934525
2026-01-12 17:00:00,11.802231064341395,0,0,0,296.79444771309403
2026-01-12 18:00:00,13.74660874551086,0,0,0,248.9669917799771
2026-01-12 19:00:00,3.940771944808323,0,0,0,420.4032254062896
2026-01-12 20:00:00,6.18096324022018,0,0,0,355.7989726595695
2026-01-12 21:00:00,10.919792404623777,0,0,0,242.79830148519875
2026-01-12 22:00:00,3.84667934012516,0,0,0,360.6029577507825
2026-01-12 23:00:00,5.630276504066451,0,0,0,315.3526172405539
2026-01-13 00:00:00,1.1180311486587198,1,0,0,420.3266947799825
2026-01-13 01:00:00,-0.5247157761188226,1,0,0,466.38489597695934
2026-01-13 02:00:00,2.960806480594419,1,0,0,384.10807296997575
2026-01-13 03:00:00,2.6007936763694093,1,0,0,409.21670056236667
2026-01-13 04:00:00,3.068808609727487,1,0,0,420.4072045692459
2026-01-13 05:00:00,8.145551144097428,1,0,0,328.17166505084754
2026-01-13 06:00:00,3.5430082495003345,1,0,0,444.0335935513989
2026-01-13 07:00:00,6.2473683543511624,1,0,0,391.3037827254538
2026-01-13 08:00:00,10.452742665278112,1,0,0,318.6458626674963
2026-01-13 09:00:00,12.248502543143857,1,0,0,288.66015287212673
2026-01-13 10:00:00,9.763547920659347,1,0,0,318.10116858066283
2026-01-13 11:00:00,13.592463702003158,1,0,0,261.49347376831224
2026-01-13 12:00:00,13.661521036258758,1,0,0,257.40427720751234
2026-01-13 13:00:00,11.506399322455977,1,0,0,286.40554023994844
2026-01-13 14:00:00,15.802859241553888,1,0,0,228.47519731123253
2026-01-13 15:00:00,13.382213651547856,1,0,0,267.5905339299178
2026-01-13 16:00:00,12.62316722786732,1,0,0,282.81802859691635
2026-01-13 17:00:00,11.756768636092541,1,0,0,288.76459093864844
2026-01-13 18:00:00,12.42771620043351,1,0,0,270.17375574509765
2026-01-13 19:00:00,5.902914649470858,1,0,0,376.0140867198337
2026-01-13 20:00:00,8.403027645931154,1,0,0,309.6409245538346
2026-01-13 21:00:00,5.200394825320043,1,0,0,355.15678577416435
2026-01-13 22:00:00,2.2940445994803365,1,0,0,402.2908220097569
2026-01-13 23:00:00,2.6274850132444234,1,0,0,375.59761464869865
2026-01-14 00:00:00,2.401978322049366,2,0,0,394.3732946005134
2026-01-14 01:00:00,2.144776147277716,2,0,0,394.12729614473506
2026-01-14 02:00:00,-0.18184900340682164,2,0,0,471.8350000723694
2026-01-14 03:00:00,2.5638249498654764,2,0,0,412.7918843044244
2026-01-14 04:00:00,2.239521781043756,2,0,0,440.76891597075956
2026-01-14 05:00:00,0.940057984054949,2,0,0,493.51372590408107
2026-01-14 06:00:00,4.825730373811127,2,0,0,407.6943298653695
2026-01-14 07:00:00,6.9187413479032855,2,0,0,377.0199009718901
2026-01-14 08:00:00,5.827943068754013,2,0,0,399.75346433164486
2026-01-14 09:00:00,12.179017398134592,2,0,0,281.47741726353826
2026-01-14 10:00:00,14.3633669012481,2,0,0,256.41148289415673
2026-01-14 11:00:00,7.335276259631926,2,0,0,363.5845141309406
2026-01-14 12:00:00,12.95342083452243,2,0,0,266.8847683632152
2026-01-14 13:00:00,11.348742524647882,2,0,0,295.3293765531031
2026-01-14 14:00:00,11.027161802446935,2,0,0,305.2067369252213
2026-01-14 15:00:00,15.50153085848942,2,0,0,248.2421286636011
2026-01-14 16:00:00,12.644909508969535,2,0,0,275.9505035853883
2026-01-14 17:00:00,11.399091905848309,2,0,0,296.9619996065281
2026-01-14 18:00:00,11.936491603612147,2,0,0,282.13275773998987
2026-01-14 19:00:00,8.861171354252617,2,0,0,319.8710592658092
2026-01-14 20:00:00,4.940786670504972,2,0,0,376.01533082418456
2026-01-14 21:00:00,5.470195913984721,2,0,0,352.171905251895
2026-01-14 22:00:00,7.470782260802127,2,0,0,292.1794444044112
2026-01-14 23:00:00,3.6856326642168926,2,0,0,362.99917959493007
2026-01-15 00:00:00,4.122421678715528,3,0,0,349.285702945608
2026-01-15 01:00:00,1.7980644031518898,3,0,0,417.09329266754764
2026-01-15 02:00:00,-1.3183184582803045,3,0,0,492.8097881388998
2026-01-15 03:00:00,-0.6344943741310547,3,0,0,493.0628930431548
2026-01-15 04:00:00,3.9526143821856152,3,0,0,400.1921203086757
2026-01-15 05:00:00,4.702525004341805,3,0,0,402.5106942080886
2026-01-15 06:00:00,8.663138513408423,3,0,0,328.5864678416758
2026-01-15 07:00:00,8.530093947488085,3,0,0,339.3403457686845
2026-01-15 08:00:00,7.8010961807827135,3,0,0,357.26963712531045
2026-01-15 09:00:00,11.89365412712444,3,0,0,291.31440023310194
2026-01-15 10:00:00,6.478463167201794,3,0,0,377.36032238804427
2026-01-15 11:00:00,10.654354725573123,3,0,0,302.0269566641615
2026-01-15 12:00:00,11.926335605002642,3,0,0,278.17329118027595
2026-01-15 13:00:00,9.137498002271116,3,0,0,335.4427942084289
2026-01-15 14:00:00,14.077101445104274,3,0,0,258.0102605054526
2026-01-15 15:00:00,11.490615817945075,3,0,0,288.8836558878595
2026-01-15 16:00:00,12.962038711406807,3,0,0,277.3334768726497
2026-01-15 17:00:00,13.952472092816492,3,0,0,250.36527259561518
2026-01-15 18:00:00,9.007959875050021,3,0,0,331.8013268182485
2026-01-15 19:00:00,8.518095885737829,3,0,0,318.53244835353337
2026-01-15 20:00:00,9.357514714552456,3,0,0,285.7617544169324
2026-01-15 21:00:00,3.913164392668612,3,0,0,384.24879930300756
2026-01-15 22:00:00,7.544791270040298,3,0,0,292.4654525870309
2026-01-15 23:00:00,3.6433110800184325,3,0,0,374.1760170516291
2026-01-16 00:00:00,-0.5621994873686784,4,0,0,467.12940308357395
2026-01-16 01:00:00,1.5235916874985334,4,0,0,418.2390825703269
2026-01-16 02:00:00,4.346896991625707,4,0,0,359.81447242559
2026-01-16 03:00:00,0.15266190199566765,4,0,0,475.9885282497418
2026-01-16 04:00:00,4.504181080830534,4,0,0,390.5216302745878
2026-01-16 05:00:00,2.358935775216501,4,0,0,443.7296235814183
2026-01-16 06:00:00,2.966014498400236,4,0,0,460.3486619911351
2026-01-16 07:00:00,6.60722368232637,4,0,0,373.73537547731536
2026-01-16 08:00:00,10.20998544338443,4,0,0,304.9177951510754
2026-01-16 09:00:00,7.662464410616202,4,0,0,358.3208085172454
2026-01-16 10:00:00,7.578468323089609,4,0,0,363.3630910606376
2026-01-16 11:00:00,13.129240267183716,4,0,0,259.6885608933491
2026-01-16 12:00:00,14.56480071938703,4,0,0,248.30579633976686
2026-01-16 13:00:00,14.433063642094007,4,0,0,243.23830719661626
2026-01-16 14:00:00,15.48910919532104,4,0,0,244.61345467381634
2026-01-16 15:00:00,13.505819241848812,4,0,0,259.57545959396987
2026-01-16 16:00:00,11.83636783137617,4,0,0,287.78704417865157
2026-01-16 17:00:00,11.510409588739963,4,0,0,295.55784892663
2026-01-16 18:00:00,14.068201152914744,4,0,0,248.68091876822245
2026-01-16 19:00:00,9.027068519040059,4,0,0,319.1839064840069
2026-01-16 20:00:00,8.347230447036095,4,0,0,307.0585913279345
2026-01-16 21:00:00,7.570215111634276,4,0,0,310.05602148867007
2026-01-16 22:00:00,7.011814136891495,4,0,0,303.57709849452914
2026-01-16 23:00:00,2.0123541856976916,4,0,0,398.5410456030847
2026-01-17 00:00:00,2.07082453222204,5,1,0,372.49966098349773
2026-01-17 01:00:00,0.5642056125845651,5,1,0,393.7395154388958
2026-01-17 02:00:00,5.125703029276483,5,1,0,299.062037021405
2026-01-17 03:00:00,1.9999348239592558,5,1,0,385.7264058140897
2026-01-17 04:00:00,1.82154869934846,5,1,0,404.1451344860297
2026-01-17 05:00:00,5.996964807219918,5,1,0,315.14542359356926
2026-01-17 06:00:00,4.402494343191337,5,1,0,358.65213742841735
2026-01-17 07:00:00,7.2149956590463145,5,1,0,310.12285360517933
2026-01-17 08:00:00,11.267326359354648,5,1,0,242.65975549831367
2026-01-17 09:00:00,12.090798769486458,5,1,0,228.92884733237454
2026-01-17 10:00:00,14.454923511737537,5,1,0,197.70282848167645
